user_id,movie_id,rating
123,30497,7.3
123,426063,6.7
123,10016,5.1
123,28893,5.3
123,561,7.1
123,627290,6.2
123,1226578,6.59
123,9529,6.612
123,10428,6.354
123,9271,5.5
123,13122,6.5
123,46175,6.3
123,38,0
123,64682,7.365
123,111,0
123,2757,7.355
123,638,7.565
123,1155281,6.0
123,49517,6.621
123,456740,5.6
123,346364,7.24
123,328425,6.689
123,426063,6.7
123,110415,6.905
123,12150,6.6
123,1903,6.8
123,766,7.2
123,426063,6.7
123,619778,6.8
123,406990,7.2
123,11639,7.1
123,559907,6.595
123,933260,7.138
123,393,7.874
123,24,7.969
123,34584,7.201
123,121856,5.4
123,96721,7.721
123,8009,6.9
123,11878,8.091
123,8843,6.271
123,138,7.2
123,59189,6.328
123,1029281,6.9
123,9833,7.3
123,807,8.374
123,639933,7.048
123,1084736,8.059
123,2061,6.99
123,726139,7.025
123,747,7.539
123,1091267,5.6
123,21484,7.4
123,592831,5.265
123,838209,7.541
123,1034541,6.9
123,11601,6.678
123,1923,7.4
123,6977,7.945
123,49057,5.6
123,726333,0.0
123,945961,7.2
123,3035,7.5
123,422,8.1
123,9479,7.837
123,34996,6.4
123,9682,5.0
123,847,7.023
123,933260,7.138
123,2000,7.47
123,9613,6.652
123,406,0
123,926,7.1
123,780609,6.108
123,945961,7.2
123,655,8.093
123,12526,6.14
123,376570,6.7
123,1100782,6.6
123,1058,5.8
123,144,7.8
123,11906,7.5
123,470229,6.896
123,567609,7.042
123,9009,5.663
123,1084736,8.059
123,213,7.982
123,739474,6.0
123,11072,7.24
123,570670,7.1
123,933260,7.138
123,218,7.663
123,1114513,7.257
123,698687,8.1
123,863873,7.304
123,882598,6.7
123,124905,6.3
123,838209,7.541
123,60672,6.1
123,1184918,8.342
123,71112,3.5
123,16871,6.435
123,10436,7.0
123,9299,7.5
123,23202,7.0
123,2675,6.7
123,533535,7.6
123,7978,5.9
123,9725,6.2
123,945961,7.2
123,381,7.277
123,377,7.342
123,11683,6.2
123,14372,6.0
123,917496,7.072
123,547565,6.58
123,44040,6.086
123,413254,4.0
123,1326059,6.43
123,1329247,0.0
123,15371,7.528
123,533535,7.6
123,440021,6.652
123,9542,6.951
123,9276,6.5
123,1689,6.3
123,1632,7.7
123,498268,0.0
123,11507,6.8
123,11773,7.193
123,12707,6.1
123,2787,6.848
123,726420,6.3
123,4935,0
123,1023922,6.3
123,760104,6.747
123,2789,6.5
123,227477,0.0
123,30931,6.5
123,11906,7.5
123,753342,6.366
123,586810,7.522
123,57447,0
123,8072,7.0
123,646481,0.0
123,871,7.645
123,10065,6.1
123,57447,0
123,4024,7.4
123,39538,6.643
123,1159311,6.582
123,1111873,6.8
123,10150,7.2
123,87362,6.3
123,1278,7.2
123,635,7.132
123,26480,5.898
123,934632,6.1
123,848326,6.3
123,786892,7.498
123,762441,6.753
123,9827,5.4
123,4593,7.5
123,568,7.448
123,799583,7.078
123,11850,7.2
123,1086747,6.451
123,55,7.6
123,1063879,6.715
456,30497,1
456,426063,8
456,10016,9
456,28893,8
456,561,8
456,627290,5
456,1226578,7
456,9529,10
456,10428,6
456,9271,6
456,13122,2
456,46175,5
456,38,2
456,64682,2
456,111,7
456,2757,0
456,638,9
456,1155281,1
456,49517,2
456,456740,1
456,346364,2
456,328425,2
456,426063,8
456,110415,5
456,12150,10
456,1903,6
456,766,10
456,426063,7
456,619778,5
456,406990,6
456,11639,0
456,559907,0
456,933260,4
456,393,4
456,24,6
456,34584,9
456,121856,8
456,96721,7
456,8009,1
456,11878,2
456,8843,9
456,138,4
456,59189,6
456,1029281,7
456,9833,3
456,807,4
456,639933,7
456,1084736,6
456,2061,4
456,726139,2
456,747,9
456,1091267,3
456,21484,4
456,592831,0
456,838209,9
456,1034541,2
456,11601,10
456,1923,7
456,6977,3
456,49057,3
456,726333,8
456,945961,7
456,3035,9
456,422,8
456,9479,6
456,34996,5
456,9682,9
456,847,7
456,933260,1
456,2000,8
456,9613,9
456,406,9
456,926,9
456,780609,2
456,945961,2
456,655,10
456,12526,5
456,376570,10
456,1100782,0
456,1058,2
456,144,9
456,11906,9
456,470229,1
456,567609,2
456,9009,4
456,1084736,1
456,213,0
456,739474,9
456,11072,8
456,570670,8
456,933260,6
456,218,6
456,1114513,2
456,698687,7
456,863873,5
456,882598,10
456,124905,4
456,838209,2
456,60672,0
456,1184918,3
456,71112,9
456,16871,8
456,10436,3
456,9299,2
456,23202,2
456,2675,10
456,533535,6
456,7978,8
456,9725,10
456,945961,1
456,381,2
456,377,5
456,11683,6
456,14372,5
456,917496,6
456,547565,9
456,44040,4
456,413254,8
456,1326059,2
456,1329247,5
456,15371,3
456,533535,7
456,440021,4
456,9542,9
456,9276,10
456,1689,6
456,1632,10
456,498268,5
456,11507,7
456,11773,3
456,12707,3
456,2787,4
456,726420,3
456,4935,4
456,1023922,6
456,760104,1
456,2789,9
456,227477,8
456,30931,0
456,11906,8
456,753342,6
456,586810,5
456,57447,4
456,8072,8
456,646481,4
456,871,2
456,10065,3
456,57447,3
456,4024,9
456,39538,1
456,1159311,4
456,1111873,7
456,10150,8
456,87362,7
456,1278,1
456,635,3
456,26480,8
456,934632,0
456,848326,2
456,786892,10
456,762441,9
456,9827,2
456,4593,4
456,568,7
456,799583,2
456,11850,8
456,1086747,2
456,55,10
456,1063879,9
789,30497,9
789,426063,6
789,10016,1
789,28893,9
789,561,10
789,627290,4
789,1226578,10
789,9529,5
789,10428,9
789,9271,8
789,13122,6
789,46175,3
789,38,6
789,64682,6
789,111,5
789,2757,4
789,638,3
789,1155281,3
789,49517,3
789,789740,3
789,346364,10
789,328425,1
789,426063,10
789,110415,7
789,12150,6
789,1903,0
789,766,0
789,426063,6
789,619778,1
789,406990,0
789,11639,2
789,559907,2
789,933260,7
789,393,1
789,24,9
789,34584,3
789,121856,5
789,96721,8
789,8009,10
789,11878,3
789,8843,4
789,138,3
789,59189,8
789,1029281,10
789,9833,5
789,807,3
789,639933,4
789,1084736,2
789,2061,5
789,726139,8
789,747,9
789,1091267,0
789,21484,8
789,592831,1
789,838209,1
789,1034541,0
789,11601,6
789,1923,3
789,6977,7
789,49057,6
789,726333,2
789,945961,6
789,3035,1
789,422,8
789,9479,8
789,34996,1
789,9682,9
789,847,10
789,933260,4
789,2000,6
789,9613,9
789,406,8
789,926,7
789,780609,6
789,945961,7
789,655,4
789,12526,10
789,376570,6
789,1100782,8
789,1058,1
789,144,4
789,11906,4
789,470229,7
789,567609,3
789,9009,1
789,1084736,9
789,213,9
789,739474,8
789,11072,6
789,570670,0
789,933260,1
789,218,4
789,1114513,5
789,698687,6
789,863873,8
789,882598,6
789,124905,5
789,838209,3
789,60672,6
789,1184918,0
789,71112,1
789,16871,3
789,10436,9
789,9299,8
789,23202,6
789,2675,3
789,533535,10
789,7978,3
789,9725,9
789,945961,6
789,381,8
789,377,4
789,11683,10
789,14372,7
789,917496,6
789,547565,3
789,44040,9
789,413254,0
789,1326059,7
789,1329247,1
789,15371,1
789,533535,1
789,440021,10
789,9542,8
789,9276,1
789,1689,2
789,1632,2
789,498268,5
789,11507,10
789,11773,8
789,12707,1
789,2787,8
789,726420,5
789,4935,1
789,1023922,0
789,760104,4
789,2789,7
789,227477,3
789,30931,6
789,11906,3
789,753342,0
789,586810,9
789,57447,10
789,8072,3
789,646481,6
789,871,2
789,10065,0
789,57447,0
789,4024,7
789,39538,2
789,1159311,8
789,1111873,1
789,10150,5
789,87362,9
789,1278,10
789,635,1
789,26480,6
789,934632,10
789,848326,2
789,786892,8
789,762441,4
789,9827,9
789,4593,4
789,568,10
789,799583,2
789,11850,1
789,1086747,7
789,55,3
789,1063879,6
650,30497,8
237,426063,9
906,10016,8
980,28893,8
787,561,6
508,627290,6
651,1226578,4
272,9529,0
859,10428,2
298,9271,6
123,13122,4
757,46175,10
960,38,9
660,64682,7
257,111,10
294,2757,3
507,638,10
109,1155281,1
311,49517,9
825,789740,6
229,346364,9
580,328425,6
876,426063,1
502,110415,1
125,12150,7
245,1903,1
762,766,5
193,426063,6
156,619778,7
987,406990,7
962,11639,2
304,559907,10
452,933260,4
681,393,5
801,24,3
810,34584,2
920,121856,3
451,96721,2
836,8009,6
852,11878,8
839,8843,1
721,138,4
176,59189,4
362,1029281,3
736,9833,10
835,807,10
132,639933,1
416,1084736,2
287,2061,5
465,726139,10
134,747,9
416,1091267,0
556,21484,7
616,592831,10
676,838209,6
578,1034541,1
353,11601,5
711,1923,0
231,6977,4
581,49057,9
796,726333,10
698,945961,7
597,3035,9
260,422,2
109,9479,7
430,34996,9
454,9682,8
625,847,7
290,933260,2
896,2000,9
135,9613,2
838,406,8
756,926,7
851,780609,1
432,945961,1
666,655,1
708,12526,0
554,376570,2
898,1100782,1
886,1058,7
322,144,5
597,11906,1
366,470229,8
743,567609,3
714,9009,10
120,1084736,9
121,213,3
554,739474,9
415,11072,2
739,570670,3
765,933260,5
928,218,3
547,1114513,2
160,698687,4
779,863873,8
530,882598,4
401,124905,1
916,838209,1
265,60672,10
218,1184918,9
993,71112,10
931,16871,9
993,10436,9
615,9299,8
613,23202,2
790,2675,2
124,533535,5
702,7978,3
246,9725,1
834,945961,7
167,381,8
363,377,10
863,11683,6
824,14372,1
138,917496,4
260,547565,2
305,44040,4
676,413254,8
339,1326059,3
678,1329247,4
113,15371,5
709,533535,2
489,440021,10
452,9542,9
424,9276,4
548,1689,6
118,1632,0
832,498268,5
976,11507,3
683,11773,5
968,12707,6
969,2787,3
479,726420,1
830,4935,1
481,1023922,8
374,760104,4
451,2789,10
872,227477,1
565,30931,8
763,11906,9
693,753342,8
234,586810,3
856,57447,9
736,8072,2
166,646481,4
199,871,4
952,10065,10
123,57447,10
978,4024,5
364,39538,2
309,1159311,4
497,1111873,8
648,10150,3
217,87362,2
817,1278,6
676,635,1
932,26480,8
721,934632,6
393,848326,2
366,786892,0
731,762441,7
258,9827,4
788,4593,6
744,568,1
977,799583,1
169,11850,4
233,1086747,5
969,55,9
230,1063879,4
911,30497,6
772,426063,6
459,10016,0
554,28893,2
570,561,3
120,627290,1
991,1226578,8
415,9529,9
643,10428,0
238,9271,8
982,13122,6
202,46175,10
437,38,7
832,64682,9
755,111,5
733,2757,0
942,638,7
195,1155281,0
394,49517,7
559,789740,6
668,346364,0
987,328425,7
909,426063,7
662,110415,2
284,12150,1
767,1903,7
490,766,1
534,426063,6
229,619778,1
702,406990,8
903,11639,10
163,559907,7
697,933260,3
437,393,5
172,24,9
502,34584,1
592,121856,4
933,96721,6
430,8009,1
639,11878,3
723,8843,2
915,138,2
401,59189,1
616,1029281,10
408,9833,3
175,807,9
673,639933,4
207,1084736,0
687,2061,9
244,726139,10
510,747,2
914,1091267,5
710,21484,4
639,592831,6
980,838209,2
560,1034541,5
656,11601,6
253,1923,0
277,6977,6
122,49057,10
658,726333,10
448,945961,3
251,3035,2
262,422,3
945,9479,0
559,34996,3
357,9682,6
911,847,4
175,933260,2
664,2000,8
988,9613,0
614,406,6
488,926,8
354,780609,7
523,945961,7
153,655,3
138,12526,4
925,376570,9
695,1100782,3
107,1058,10
296,144,5
908,11906,1
761,470229,9
331,567609,5
948,9009,0
486,1084736,1
853,213,10
659,739474,3
603,11072,8
238,570670,0
258,933260,7
822,218,2
481,1114513,2
339,698687,1
210,863873,1
494,882598,9
949,124905,8
671,838209,0
898,60672,10
650,1184918,4
380,71112,8
699,16871,0
468,10436,10
452,9299,5
875,23202,7
292,2675,1
705,533535,3
399,7978,10
968,9725,1
722,945961,2
786,381,8
413,377,5
240,11683,4
647,14372,8
992,917496,1
101,547565,3
973,44040,5
824,413254,5
963,1326059,3
650,1329247,10
973,15371,5
862,533535,5
947,440021,6
300,9542,8
937,9276,8
610,1689,6
790,1632,1
289,498268,0
857,11507,8
678,11773,10
226,12707,2
253,2787,1
929,726420,2
187,4935,8
401,1023922,0
610,760104,3
229,2789,5
127,227477,6
155,30931,7
688,11906,2
706,753342,6
281,586810,6
663,57447,4
287,8072,4
622,646481,4
927,871,4
318,10065,5
153,57447,8
830,4024,6
826,39538,1
121,1159311,9
516,1111873,9
122,10150,5
223,87362,6
355,1278,2
632,635,1
483,26480,1
178,934632,10
668,848326,1
584,786892,1
705,762441,6
401,9827,0
337,4593,8
105,568,9
331,799583,5
557,11850,8
489,1086747,4
656,55,6
925,1063879,3
634,30497,6
440,426063,0
362,10016,0
489,28893,1
979,561,10
564,627290,10
712,1226578,9
646,9529,1
675,10428,5
891,9271,10
395,13122,4
465,46175,8
376,38,6
146,64682,1
787,111,10
485,2757,1
992,638,5
522,1155281,4
935,49517,8
777,789740,5
870,346364,1
800,328425,0
665,426063,10
813,110415,7
407,12150,5
962,1903,8
458,766,8
219,426063,3
738,619778,7
627,406990,4
656,11639,6
831,559907,7
452,933260,1
377,393,4
973,24,9
132,34584,4
382,121856,0
171,96721,4
510,8009,0
656,11878,3
496,8843,3
877,138,8
480,59189,3
266,1029281,5
962,9833,6
969,807,4
700,639933,9
885,1084736,0
455,2061,6
668,726139,3
283,747,10
634,1091267,7
317,21484,0
496,592831,0
682,838209,8
746,1034541,1
996,11601,8
605,1923,2
781,6977,2
590,49057,1
249,726333,7
440,945961,3
932,3035,7
703,422,0
664,9479,0
627,34996,8
879,9682,3
871,847,6
157,933260,1
458,2000,7
957,9613,0
295,406,10
636,926,1
580,780609,2
670,945961,10
576,655,0
587,12526,9
608,376570,10
348,1100782,6
605,1058,6
249,144,8
202,11906,1
935,470229,7
942,567609,8
895,9009,10
713,1084736,5
408,213,2
224,739474,6
147,11072,0
840,570670,7
959,933260,9
391,218,5
101,1114513,4
908,698687,0
315,863873,4
700,882598,5
662,124905,1
245,838209,0
830,60672,5
452,1184918,1
894,71112,8
416,16871,3
533,10436,5
388,9299,0
186,23202,3
312,2675,9
158,533535,9
187,7978,1
400,9725,5
278,945961,10
575,381,2
256,377,5
239,11683,1
767,14372,3
966,917496,5
235,547565,0
287,44040,8
256,413254,1
702,1326059,8
999,1329247,4
141,15371,1
689,533535,10
370,440021,5
898,9542,1
953,9276,4
217,1689,8
121,1632,0
338,498268,2
958,11507,8
480,11773,8
930,12707,5
987,2787,4
843,726420,7
598,4935,8
563,1023922,6
496,760104,9
345,2789,7
323,227477,0
750,30931,4
436,11906,8
795,753342,9
360,586810,9
827,57447,8
950,8072,5
872,646481,0
314,871,10
211,10065,8
149,57447,6
999,4024,3
702,39538,7
103,1159311,4
497,1111873,1
292,10150,4
786,87362,3
658,1278,1
846,635,9
531,26480,6
319,934632,4
605,848326,1
801,786892,0
559,762441,0
191,9827,2
203,4593,0
849,568,7
778,799583,3
395,11850,6
229,1086747,6
775,55,8
756,1063879,4
